No,日本語名,英語名
13368,合成先物,
13369,米S&Pケース・シラー住宅価格指数,
13370,TOPIX Mid400,
13371,TOPIX Large70,
13372,TOPIX500,
13373,TOPIX100,
13374,VIX指数,
13375,ボベスパ指数,
13376,TOPIX Core30,
13377,RTS指数,
13378,ユーロ50種株価指数,
13379,MSCIインデックス,
13380,TOPIX Small,
13381,フィラデルフィア連銀指数,
13382,悲惨指数,
13383,交易条件指数,
13384,購買担当者指数,
13385,景気ウォッチャー指数,
13386,TOPIX,
13387,日経JAPAN1000,
13388,HFRX指数,
13389,HFRXグローバル・ヘッジファンド・インデックス,
13390,時価総額加重平均型株価指数,
13391,日経総合株価指数,
13392,S&P/TOPIX150,
13393,為替ヘッジ指数,
13394,TOPIXアジア関連株指数,
13395,東証配当フォーカス100指数,
13396,日経産業天気インデックス,
13397,日経景気インデックス,
13398,日経国債インデックス,
13399,日経500種平均株価,
13400,JPX日経インデックス400,
13401,HFR,
13402,浮動株基準株価指数,
13403,日経平均インバース指数,
13404,日経平均レバレッジ指数,
13405,日経平均リスクコントロール指数,
13406,日経平均カバードコール指数,
13407,日経平均ストラテジー指数,
13408,KOSPI200指数,
13409,KODEX200,
13410,TOPIX1000,
13411,シティ世界国債インデックス,
13412,日経ダウ平均,
13413,日経株価指数300,
13414,日経225,
13415,ナスダック総合指数,
13416,トピックス,
13417,ST指数,
13418,東証株価指数,
13419,NYダウ工業株30種,
13420,ダックス,
13421,ダウ平均,
13422,日経平均,
13423,上海総合指数,
13424,業種別株価指数,
13425,SET指数,
13426,フィリピン総合指数,
13427,株価指数,
13428,CAC40指数,
13429,韓国総合株価指数,
13430,クアラルンプール総合指数,
13431,ジャカルタ総合指数,
13432,CRB Index,
13433,Hang Seng Index,
13434,恒生指数,
13435,FTSE全世界指数,
13436,FTSE All-World Index,
13437,FT100指数,
13438,FT-Stock Exchange 100 Index,
13439,Dow Jones 30-Stock Industrial Average,
13440,Deutsche Aktien Index,
13441,DAX指数,
13442,CRB指数,
13443,インデックス,
13444,CAC40 index,
13445,リビジョンインデックス,
13446,S&P500,
13447,香港ハンセン指数,
13448,加権指数,
13449,ハンセン中国レッドチップス指数,
13450,ハンセン指数,
13451,日経平均株価,
13452,アップセル・クロスセル,
13453,アメーバ経営,
13454,アンゾフの事業拡大マトリックス,
13455,オープンイノベーション,
13456,オムニチャネル,
13457,回帰分析,
13458,仮説思考・仮説検証,
13459,感度分析,
13460,企業再生,
13461,グローバリゼーション/ローカライゼーション,
13462,ケース面接,
13463,経営戦略,
13464,ゴールデンパラシュート,
13465,コアコンピタンス,
13466,コトラーの戦略ポジショニング,
13467,コングロマリット,
13468,コンフィギュレーション学派,
13469,サブスクリプションモデル,
13470,事業承継,
13471,事業戦略,
13472,システム思考,
13473,シックスシグマ,
13474,社内ベンチャー,
13475,新規事業,
13476,スケールメリット,
13477,セグメンテーション,
13478,ゼロベース思考,
13479,中期経営計画,
13480,ディシジョンツリー,
13481,デューデリジェンス,
13482,内部統制（Internal control）,
13483,ナレッジマネジメント,
13484,バリューチェーン,
13485,パレートの法則,
13486,ビジネスモデル,
13487,ピラミッド構造,
13488,ファーストムーバーアドバンテージ,
13489,ファイブフォース分析,
13490,フィージビリティスタディ,
13491,フェルミ推定,
13492,プロダクトライフサイクル,
13493,ランチェスター戦略,
13494,ロジックツリー・イシューツリー（論点ツリー）,
13495,ロングテール,
13496,BPO,
13497,BPR（ビジネスプロセスリエンジニアリング）,
13498,CRM,
13499,CxO,
13500,ERP（イーアールピー）,
13501,KPI（ケーピーアイ）,
13502,LOIM&AMECE（ミッシー）,
13503,PEST分析,
13504,PLM（ピーエルエム）,
13505,PMO（ピーエムオー）,
13506,PPM（プロダクト･ポートフォリオ･マネジメント）,
13507,SCM（サプライチェーンマネジメント）,
13508,STP分析,
13509,SWOT分析,
13510,3C（分析）,
13511,4P,
13512,7つのS,
13513,アクティビスト・ファンド,
13514,インキュベーション,
13515,インサイダー取引,
13516,エクイティーファイナンス,
13517,株式移転,
13518,株式交換,
13519,キャッシュフロー計算書,
13520,キャピタルゲイン,
13521,金融ビッグバン,
13522,限界利益率,
13523,減価償却,
13524,減損会計,
13525,コストセンター,
13526,コスト・パフォーマンス,
13527,自社株買い,
13528,ストック・オプション,
13529,損益計算書（P/L）,
13530,第三者割当増資,
13531,貸借対照表（B/S）,
13532,直接金融,
13533,内部留保,
13534,のれん,
13535,のれん代,
13536,バリュエーション,
13537,プリンシパルインベストメント,
13538,ベンチャーキャピタル,
13539,有価証券報告書,
13540,リテイナーフィー,
13541,累進税率,
13542,Cost Accounting（原価計算）,
13543,DCF法,
13544,EPS（1株当たり利益）,
13545,IFRS,
13546,IR,
13547,MOU（Memorandum of Understanding）,
13548,アウトソーシング,
13549,アジャイルソフトウェア開発,
13550,Google広告,
13551,アプリケーション（APP）,
13552,インフラ構築,
13553,オフショア開発,
13554,サードパーティー,
13555,サイバーセキュリティ,
13556,システムインテグレーション,
13557,ソフトウェア,
13558,データサイエンティスト,
13559,デジタルマーケティング,
13560,トレーサビリティ,
13561,バックエンドエンジニア,
13562,フロントエンドエンジニア,
13563,フィンテック,
13564,フルスクラッチ,
13565,ミドルウェア,
13566,要件定義,
13567,API（エーピーアイ）,
13568,ASP（エーエスピー）,
13569,AWS（エーダブルエス）,
13570,BI（Business Intelligence）,
13571,GAFA,
13572,GUI（ジーユーアイ）,
13573,IaaS,
13574,MVNO,
13575,O2O,
13576,PaaS,
13577,POS,
13578,RFI,
13579,RFM分析,
13580,RFP,
13581,SaaS,
13582,SEO,
13583,エグゼクティブ・サーチ・ファーム,
13584,MBB,
13585,カンパニー制,
13586,企業年金,
13587,経営理念,
13588,コーチング,
13589,コーポレート・ガバナンス,
13590,コンプライアンス,
13591,サクセッション・プランニング,
13592,三種の神器（日本的経営）,
13593,終身雇用,
13594,ジョブ・ローテーション,
13595,人材派遣,
13596,成果主義,
13597,ダイバーシティ,
13598,ダイバーシティ＆インクルージョン,
13599,チェンジマネジメント,
13600,年功序列,
13601,ヒエラルキー型組織,
13602,ホワイトカラーエグゼンプション,
13603,マトリックス組織,
13604,メンタルヘルス,
13605,HR,
13606,OJT,
13607,アーリーアダプター,
13608,アサイン,
13609,アマゾン・エフェクト,
13610,エンロン事件,
13611,価格弾力性,
13612,確定拠出型年金,
13613,カルテル,
13614,機関投資家,
13615,気候変動,
13616,経営企画,
13617,広告代理店,
13618,合弁企業,
13619,コモディティ化,
13620,コンサルティングファーム,
13621,最高情報責任者（CIO）,
13622,参入障壁,
13623,撤退障壁,
13624,シェアリングエコノミー,
13625,時価総額,
13626,シナジー,
13627,社会起業家,
13628,シンクタンク,
13629,税理士法人,
13630,地方創生,
13631,独占禁止法,
13632,トレードオフ,
13633,Big4,
13634,秘密保持契約（NDA）,
13635,フェムテック,
13636,ブラックマンデー,
13637,プラットフォーム,
13638,フランチャイズ方式,
13639,プロジェクトマネージャー（PM）,
13640,弁護士法人,
13641,埋没費用,
13642,マズローの欲求5段階説,
13643,マテリアリティ,
13644,MDGs,
13645,モジュール化,
13646,LCA,
13647,リーン生産方式,
13648,レベニューシェア,
13649,ロイヤリティ,
13650,ロジスティクス,
13651,B2B,
13652,B2C,
13653,C2C,
13654,CSR,
13655,CRO,
13656,ESG投資,
13657,GQP,
13658,GVP,
13659,MR,
13660,OEM,
13661,PB,
13662,R&D,
13663,WMS,
13664,2010年問題,
13665,イノベーションのジレンマ,
13666,インダストリー4.0,
13667,仮想通貨,
13668,シンギュラリティ,
13669,データマイニング,
13670,バイオメトリクス,
13671,ビッグデータ,
13672,ブロックチェーン,
13673,ライブコマース,
13674,AR,
13675,MR,
13676,VR,
13677,Vtuber,
13678,インパクト投資,
13679,サステナブル,
13680,サステナビリティ,
13681,ジェンダーギャップ指数,
13682,ジェンダード・イノベーションズ,
13683,シビックテック,
13684,社会的排除,
13685,食品ロス,
13686,水素社会,
13687,スマートシティ,
13688,責任投資原則（PRI）,
13689,絶対的貧困,
13690,ゼロエミッション,
13691,ソーシャル・イノベーション,
13692,ソーシャルグッド,
13693,ソーシャルデザイン,
13694,地域包括ケアシステム,
13695,BOP,
13696,SDGs,
13697,RPA,
13698,IoT,
13699,ICT,
13700,アグリテック,
13701,アジャイル,
13702,アマゾナイズ,
13703,アルゴリズム,
13704,暗号通貨,
13705,アンラーニング,
13706,IaaS,
13707,インステック,
13708,インダストリー4.0,
13709,インダストリアルデザイン,
13710,Web2.0,
13711,AR,
13712,AI,
13713,API,
13714,エコシステム,
13715,エッジコンピューティング,
13716,MR,
13717,オンプレミス,
13718,GAFA,
13719,階層型ナビゲーション,
13720,課金ユーザー,
13721,カスタマージャーニー,
13722,画像認識,
13723,機械学習,
13724,機械学習モデル,
13725,クラウドコンピューティング,
13726,グループインタビュー,
13727,限界費用ゼロ社会,
13728,検索エンジン,
13729,行動観察,
13730,顧客インタビュー,
13731,顧客接点,
13732,コンカレント・エンジニアリング,
13733,SaaS,
13734,サイバーセキュリティ,
13735,サブスクリプション,
13736,GDPR,
13737,シェアリングエコノミー,
13738,自動運転,
13739,上位下位関係分析,
13740,情報設計,
13741,シンギュラリティ,
13742,スーパーアプリ,
13743,スクラム,
13744,スマートグリッド,
13745,スマート工場,
13746,スマートシティ,
13747,3Dプリンター,
13748,生体認証,
13749,セキュリティ,
13750,ソサエティ5.0,
13751,タレントマネジメント,
13752,チャットボット,
13753,データベース・マーケティング,
13754,ディープラーニング,
13755,デザインスプリント,
13756,デジタルトランスフォーメーション,
13757,デフォルト,
13758,ドローン,
13759,ニューラルネットワーク,
13760,ネットワークの経済性,
13761,PaaS,
13762,バイオインフォマティクス,
13763,ハイプ・サイクル,
13764,パターン認識,
13765,体験価値,
13766,発散と収束,
13767,PoC,
13768,ビッグデータ,
13769,フードテック,
13770,5G,
13771,FAANG,
13772,VR,
13773,物理世界のUIメタファー,
13774,プラットフォーム,
13775,プログラミング,
13776,ブロックチェーン,
13777,プロトタイピング,
13778,プロトタイプ,
13779,分散処理,
13780,ペーパープロトタイプ,
13781,ボトルネック,
13782,MaaS,
13783,ムーアの法則,
13784,ユーザーテスト,
13785,ユーザードリブン,
13786,ユーザーモデリング,
13787,ユーザーリサーチ,
13788,優遇ユーザー,
13789,リーン・スタートアップ,
13790,量子コンピュータ,
13791,レコメンデーション,
13792,ロイヤル・カスタマー,
13793,ロボティクス,
13794,ワイヤーフレーム,
13795,退職給付に係る負債,
13796,退職給付債務,
13797,流動資産,
13798,流動負債,
13799,負債,
13800,販管費,
13801,棚卸資産,
13802,耐用年数,
13803,税金等調整前当期純利益,
13804,純資産,
13805,社内移転価格,
13806,手元流動性比率,
13807,自己資本比率,
13808,資産,
13809,資本金,
13810,残存価額,
13811,財務レバレッジ,
13812,固定負債,
13813,減損会計,
13814,固定資産,
13815,含み益,
13816,含み損,
13817,ペイバック法,
13818,EVAドライバー,
13819,ABB(活動基準予算管理),
13820,ABC,
13821,ABM(活動基準管理),
13822,DCF法,
13823,EBIT（利息及び税金控除前利益）,
13824,EPS(1株当たり利益),
13825,EVA,
13826,IR,
13827,KPI,
13828,MVA,
13829,PBR,
13830,PDCAサイクル,
13831,PER,
13832,ROA（総資産利益率）,
13833,ROCE(使用資本利益率),
13834,ROE,
13835,WC,
13836,アカウンタビリティ,
13837,アクティビティ(活動),
13838,アクティビティ・ドライバー,
13839,粗付加価値,
13840,安全余裕度,
13841,一時差異項目,
13842,一般管理費,
13843,インタレスト・カバレッジ・レシオ,
13844,インベスター・リレーションズ,
13845,インベストメント・センター,
13846,売上原価,
13847,売上債権回転率,
13848,売上総利益,
13849,売上高,
13850,売上高営業利益率,
13851,売上高経常利益率,
13852,売上高広告費比率,
13853,売上高成長率,
13854,売上高総利益率,
13855,売上高当期純利益率,
13856,売掛金,
13857,運転資本(WC),
13858,永久差異項目,
13859,営業外収益,
13860,営業外費用,
13861,営業活動によるキャッシュフロー,
13862,営業サイクル,
13863,営業利益,
13864,影響力基準,
13865,益金,
13866,益出し,
13867,EDINET,
13868,買掛金,
13869,回帰分析,
13870,会計方針,
13871,会社更生法,
13872,回収期間法,
13873,価格差異,
13874,学習と成長の視点,
13875,確定拠出型年金,
13876,確定給付型年金,
13877,貸倒引当金,
13878,株主資本,
13879,環境会計,
13880,勘定科目法,
13881,関税,
13882,間接費,
13883,管理会計,
13884,関連原価,
13885,期間原価,
13886,企業年金,
13887,CCC（キャッシュ・コンバージョン・サイクル）,
13888,キャッシュフロー,
13889,キャッシュフロー計算書,
13890,キャプラン・ロバート・S,
13891,業績給,
13892,業績単位,
13893,業績評価,
13894,黒字倒産,
13895,経常利益,
13896,継続価値,
13897,継続性の原則,
13898,限界利益,
13899,限界利益率,
13900,原価企画,
13901,原価計算,
13902,減価償却,
13903,現金主義,
13904,ゴーイングコンサーン,
13905,貢献利益,
13906,効率性分析,
13907,子会社,
13908,顧客の視点,
13909,国際会計基準（IFRS）,
13910,コスト・センター,
13911,コスト・ドライバー,
13912,コストセンター,
13913,固定費,
13914,固定比率,
13915,財務会計,
13916,財務活動によるキャッシュフロー,
13917,財務諸表,
13918,財務の視点,
13919,差額原価収益分析,
13920,先入先出法,
13921,残存価格,
13922,仕入債務回転率,
13923,時価主義,
13924,資産負債アプローチ,
13925,下請法,
13926,実現主義,
13927,実効税率,
13928,指標分析,
13929,社内金利,
13930,社内金利制度,
13931,社内資本金制度,
13932,社内振替価格,
13933,収益性分析,
13934,従業員1人当たり人件費,
13935,重要業績評価指標(KPI),
13936,純付加価値,
13937,準変動費,
13938,証券取引法会計,
13939,仕訳,
13940,ストラテジー・マップ,
13941,スループット会計,
13942,税効果会計,
13943,清算価値,
13944,正常営業循環基準,
13945,成長性分析,
13946,税引前利益,
13947,製品原価,
13948,税務会計,
13949,責任会計,
13950,ゼロベース予算,
13951,全部原価計算,
13952,増加運転資本(⊿WC),
13953,総資産回転率,
13954,損益計算書(P/L),
13955,損益分岐点,
13956,損益予算,
13957,損金,
13958,貸借対照表（B/S）,
13959,棚卸資産回転率,
13960,直接原価計算,
13961,直接費,
13962,定額法,
13963,ディスクロージャー,
13964,定率法,
13965,手元流動性,
13966,当期純利益,
13967,投資活動によるキャッシュフロー,
13968,特別損失,
13969,特別利益,
13970,トップダウン方式,
13971,内部ビジネスプロセスの視点,
13972,内部留保,
13973,のれん,
13974,配当性向,
13975,発生主義,
13976,バランスト・スコアカード(BSC),
13977,PCFR,
13978,引当金,
13979,費用収益対応の原則,
13980,標準原価,
13981,費用配分の原則,
13982,ファンダメンタルズ,
13983,付加価値,
13984,付加価値増加率,
13985,付加価値分析,
13986,複式簿記,
13987,プロフィット・センター,
13988,平均法,
13989,米国証券取引委員会(SEC),
13990,ペイバック(回収期間)法,
13991,変動費,
13992,報奨,
13993,保守主義の原則,
13994,ボトムアップ方式,
13995,本社共通費,
13996,サンクコスト,
13997,マネジメント・サイクル,
13998,無関連原価,
13999,持株会社,
14000,有価証券報告書,
14001,予算,
14002,予算管理,
14003,予算差異分析,
14004,利益計画,
14005,リソース・ドライバー,
14006,流動比率,
14007,レベニュー・センター,
14008,連結会計,
14009,連単倍率,
14010,労働生産性,
14011,労働分配率,
14012,ワーキング・キャピタル,
14013,配当政策,
14014,節税効果,
14015,信用リスク,
14016,株式譲渡,
14017,セカンダリー・マーケット,
14018,シグナリング効果,
14019,オプション,
14020,イグジット,
14021,β(ベータ),
14022,ROI,
14023,IPO,
14024,IRR,
14025,CFO,
14026,APV,
14027,CAPM(資本資産価格モデル),
14028,gpif,
14029,JASDAQ,
14030,LBO,
14031,MSCB,
14032,NPV,
14033,WACC,
14034,アームズ・レングス・ルール,
14035,アンシステマティック・リスク,
14036,安全性分析,
14037,アンレバードβ(βU),
14038,ICO,
14039,インカムアプローチ,
14040,インカムゲイン,
14041,永久年金,
14042,永続価値,
14043,エクイティファイナンス,
14044,オプション価格,
14045,外形標準課税,
14046,格付け,
14047,加重平均資本コスト,
14048,仮想通貨,
14049,株式持合い,
14050,株主価値,
14051,株主資本コスト,
14052,株主代表訴訟,
14053,間接金融,
14054,感度分析,
14055,機会コスト,
14056,企業価値,
14057,キャッシュレス,
14058,キャピタル・ゲイン,
14059,共分散,
14060,金融先物,
14061,金利スワップ,
14062,クラウドファンディング,
14063,経営と所有の分離,
14064,現金同等物,
14065,現在価値,
14066,現物,
14067,コーポレート・ガバナンス,
14068,コーポレート・ファイナンス,
14069,コール・オプション,
14070,公開市場操作,
14071,効率的市場仮説,
14072,効率的フロンティア,
14073,コストアプローチ,
14074,コベナンツ,
14075,コマーシャル・ペーパー(CP),
14076,裁定取引,
14077,最適資本構成,
14078,先物取引,
14079,時価総額,
14080,時価発行増資,
14081,自社株買い,
14082,システマティック・リスク,
14083,持続可能成長スピード,
14084,シナリオ分析,
14085,シニアローン,
14086,資本コスト,
14087,資本市場線,
14088,社債,
14089,証券化,
14090,新株引受権付社債,
14091,シンジケートローン,
14092,スポンサー,
14093,スワップ,
14094,成長永続価値,
14095,相関係数,
14096,増資,
14097,直接金融,
14098,TOB,
14099,低価法,
14100,デット・ファイナンス,
14101,デューデリジェンス,
14102,デリバティブ,
14103,転換社債,
14104,投資,
14105,トラッキング・ストック,
14106,内部統制,
14107,内部収益率,
14108,ハードル・レート,
14109,配当,
14110,バリュエーション,
14111,PSR,
14112,標準偏差,
14113,非流動性ディスカウント,
14114,フィンテック,
14115,負債コスト,
14116,プット・オプション,
14117,プライマリーバランス,
14118,フリー・キャッシュフロー,
14119,ベーシックインカム,
14120,ペイオフ,
14121,ペイオフ・ダイアグラム,
14122,ポートフォリオ,
14123,ポイズン・ピル,
14124,ボラティリティ,
14125,マーケット・リスクプレミアム,
14126,マーケットアプローチ,
14127,マルチプル法,
14128,未公開企業の企業価値,
14129,メザニンローン,
14130,モジリアニ・ミラーの命題(MM命題),
14131,持分法,
14132,優先株,
14133,有利子負債,
14134,リアル・オプション,
14135,リスクフリー・レート,
14136,リスクヘッジ,
14137,リストラクチャリング,
14138,量的緩和,
14139,劣後ローン,
14140,レバードβ(βL),
14141,割引率,
14142,補完財,
14143,探索型リサーチ,
14144,知覚品質,
14145,代替財,
14146,助成想起,
14147,再生知名率,
14148,検証型リサーチ,
14149,屋外メディア,
14150,レピュテーション,
14151,レピュテーション・マネジメント,
14152,リレーションシップ・マーケティング,
14153,マーケット・リサーチ,
14154,ブランド認知,
14155,ブランド連想,
14156,フライティングパターン,
14157,デプスインタビュー,
14158,デジタルメディア,
14159,ダイレクトメディア,
14160,サーバント・リーダーシップ,
14161,サービス・マーケティング・ミックス,
14162,コストプラス価格設定,
14163,コーポレート・ブランディング,
14164,インターナル・ブランディング,
14165,インタビュー,
14166,アンケート,
14167,アドボカシー・マーケティング,
14168,MFTフレーム,
14169,CSRブランディング,
14170,6R,
14171,0段階チャネル,
14172,1次データ,
14173,1段階チャネル,
14174,2次データ,
14175,2段階チャネル,
14176,3C分析,
14177,3段階チャネル,
14178,4P（ヨンピー）,
14179,4R,
14180,5F,
14181,5つの力,
14182,AIDMA,
14183,AMTUL,
14184,CRM(カスタマー・リレーションシップ・マネジメント),
14185,FAQ,
14186,GRP(延べ視聴率),
14187,KBF,
14188,P2P,
14189,POP,
14190,POP広告,
14191,RFM分析,
14192,SFA(セールスフォース・オートメーション),
14193,SPA(製造小売業),
14194,SWOT分析,
14195,アーカー・D・A.,
14196,アーリー・アダプタ,
14197,アクションプラン,
14198,アップセル,
14199,アドラー心理学,
14200,イノベータ,
14201,インサイト,
14202,因子分析,
14203,インストア・シェア,
14204,インストア・マーチャンダイジング,
14205,インターネット広告,
14206,ウォンツ(欲求),
14207,ABC分析,
14208,SEO,
14209,エスノグラフィー,
14210,エリア・マーケティング,
14211,エンドユーザー,
14212,OOH,
14213,屋外広告,
14214,オピニオン・リーダー,
14215,オプトアウト,
14216,オプトイン,
14217,卸売業者,
14218,オンデマンド調達,
14219,外部環境,
14220,外部データ,
14221,買回品,
14222,価格競争,
14223,価格弾力性,
14224,カスタマー・インティマシー,
14225,カスタマー・バリュー,
14226,カスタマーサクセス,
14227,仮説,
14228,仮説検証,
14229,カテゴリー・キラー,
14230,カテゴリー・マネジメント,
14231,カニバライゼーション,
14232,環境分析,
14233,供給業者,
14234,競合分析,
14235,クチコミ,
14236,クラスター分析,
14237,グリーン・マーケティング/エコ・マーケティング,
14238,クリエイティブ戦略,
14239,グループ・インタビュー,
14240,グロースハック,
14241,クロス集計,
14242,クロスセル,
14243,検証的リサーチ,
14244,コーポレート・ブランド,
14245,好感度,
14246,広告戦略,
14247,広告代理店,
14248,行動変数,
14249,購買力平価(PPP),
14250,小売業者,
14251,顧客,
14252,顧客維持,
14253,顧客生涯価値,
14254,顧客創造型マーケティング,
14255,顧客特性,
14256,顧客内シェア,
14257,顧客満足,
14258,顧客ロイヤルティ,
14259,コストプラス・プライシング,
14260,コミュニケーション・ミックス,
14261,コミュニケーション戦略,
14262,コモディティ化,
14263,コレスポンデンス分析,
14264,コンジョイント分析,
14265,コンセプト・イン,
14266,サービス,
14267,サービス・マーケティング,
14268,サイコグラフィック変数,
14269,サブ・ブランド戦略,
14270,サンプリング,
14271,サンプル,
14272,シーズ発想,
14273,CPA,
14274,シェア,
14275,事業ブランド,
14276,事業ライフサイクル,
14277,自社の強み/弱み,
14278,市場機会,
14279,重回帰分析,
14280,需要価格設定,
14281,純粋想起,
14282,消費財,
14283,ジョブ理論,
14284,人口動態変数,
14285,人的販売,
14286,心理的変数,
14287,衰退期,
14288,スキミング・プライシング,
14289,セールス・プロモーション,
14290,正規分布,
14291,生産財,
14292,成熟期,
14293,成長期,
14294,製品コンセプト,
14295,製品(商品)の構成要素,
14296,製品戦略,
14297,製品特性,
14298,製品ブランド,
14299,製品ライフサイクル,
14300,製品ライン,
14301,セグメンテーション,
14302,セグメンテーション変数,
14303,セグメント,
14304,セリング,
14305,全社戦略,
14306,専門品,
14307,ソーシャル・マーケティング,
14308,ソリューション,
14309,ターゲット・プライシング,
14310,ターゲティング,
14311,耐久財,
14312,知覚価値価格設定,
14313,チャーンレート,
14314,チャネル,
14315,チャネル・コンフリクト,
14316,チャレンジャー,
14317,地理的変数,
14318,データ・ドリブン・マーケティング,
14319,データ・マイニング,
14320,ティーチャー・カスタマー,
14321,定性データ,
14322,定量データ,
14323,テクニカル・バリュー,
14324,デザイン・イン,
14325,デジタルサイネージ,
14326,テスト・マーケティング,
14327,デモグラフィック変数,
14328,統合型マーケティング,
14329,動線,
14330,導入期,
14331,内部環境,
14332,内部顧客,
14333,内部データ,
14334,ナショナル・ブランド,
14335,ニーズ,
14336,ニーズ発想,
14337,ニッチャー,
14338,ネーミング,
14339,ノーブランド,
14340,パーセプション・マップ,
14341,パーミッション・マーケティング,
14342,バズワード,
14343,パッケージング,
14344,パブリシティ,
14345,パラダイムシフト,
14346,バリュー・プロポジション,
14347,バンドワゴン効果,
14348,販売促進戦略,
14349,ビジネス・マーケティング,
14350,非耐久財,
14351,５A,
14352,ファミリー・ブランド,
14353,フォーカス・グループ,
14354,フォロワー,
14355,プッシュ戦略,
14356,プライスリーダー,
14357,プライベート・ブランド,
14358,フランチャイズ方式,
14359,ブランディング,
14360,ブランド,
14361,ブランド・エクイティ,
14362,ブランド・ステートメント,
14363,ブランド・ダイリューション,
14364,ブランド・ロイヤルティ,
14365,ブランド・アンブレラ戦略,
14366,ブランド拡張,
14367,ブランドスイッチ,
14368,プル戦略,
14369,プレミアム価格,
14370,プロスペクト,
14371,プロダクト・エクステンション,
14372,プロダクトアウト,
14373,プロファイリング,
14374,ページビュー,
14375,ペネトレーション・プライシング,
14376,ペルソナ,
14377,ポジショニング,
14378,マークアップ・プライシング,
14379,マーケットイン,
14380,マーケティング,
14381,マーケティング・プロセス,
14382,マーケティング・マネジメント,
14383,マーケティング・ミックス,
14384,マーケティング・リサーチ,
14385,マインド・シェア,
14386,マクロ環境分析,
14387,マルチ・ブランド戦略,
14388,マルチレベル方式,
14389,見える仕組み,
14390,ミステリーショッパー調査,
14391,ミレニアル世代,
14392,無作為抽出法,
14393,メディア・ミックス,
14394,メディア戦略,
14395,最寄品,
14396,ユニット・エコノミクス,
14397,ライセンス方式,
14398,ラストワンマイル,
14399,ランチェスター戦略,
14400,リーダー,
14401,リーチ,
14402,リッチネス,
14403,リピート客,
14404,ロスリーダー,
14405,ロングテール現象,
14406,ワーク・エンゲージメント,
14407,問題児,
14408,事業ドメイン,
14409,交渉,
14410,環境経営,
14411,ラーニング学派,
14412,ポリセントリック企業,
14413,ポジショニング学派,
14414,ファースト・ムーバーズ・アドバンテージ?,
14415,ハンズオフ,
14416,ハンズオン,
14417,ニッチ戦略,
14418,ナレッジ経営,
14419,ジオセントリック企業,
14420,サプライチェーン・マネジメント,
14421,コンフィギュレーション学派,
14422,グッド・サイクル,
14423,エスノセントリック企業,
14424,イノベーションのジレンマ,
14425,VA,
14426,VE,
14427,SECIモデル,
14428,COO,
14429,CEO,
14430,BTO,
14431,CSR,
14432,EMS,
14433,ERP,
14434,KSF,
14435,M&A,
14436,SCM(サプライチェーン・マネジメント),
14437,rfid,
14438,icタグ,
14439,アウトソーシング,
14440,アドバンテージ・マトリックス,
14441,アライアンス,
14442,アンゾフの事業拡大マトリックス,
14443,委員会設置会社,
14444,イノベーション,
14445,売り手の交渉力,
14446,NGO,
14447,エンジェル,
14448,オペレーショナル・エクセレンス,
14449,オペレーション,
14450,買い手の交渉力,
14451,学習する組織,
14452,GATT,
14453,合弁企業(ジョイント・ベンチャー),
14454,川上統合,
14455,川下統合,
14456,かんばん方式,
14457,関連多角化,
14458,企業倫理,
14459,機能別組織,
14460,規模型事業,
14461,業界再編,
14462,業界内の競合企業,
14463,業界の魅力度,
14464,競争戦略,
14465,クリティカルチェーン・プロジェクトマネジメント,
14466,グローバリゼーション,
14467,グローバル・スタンダード,
14468,経営戦略,
14469,経営ビジョン,
14470,経営理念,
14471,経験曲線,
14472,ケイパビリティ,
14473,ケイパビリティ・ベースド・ストラテジー,
14474,コア・コンピタンス,
14475,コスト・パフォーマンス,
14476,コスト・リーダーシップ戦略,
14477,コモディティ,
14478,コンティンジェンシー・プラン,
14479,サイクル・タイム,
14480,サステナビリティ,
14481,サプライチェーン,
14482,差別化戦略,
14483,三現主義,
14484,参入障壁,
14485,事業戦略,
14486,事業特性,
14487,時系列分析,
14488,シックス・シグマ,
14489,執行役員、執行役員制,
14490,シナジー,
14491,社外取締役,
14492,集合知,
14493,集中戦略,
14494,シュンペーター,
14495,新規参入の脅威,
14496,新規事業,
14497,人口統計,
14498,垂直統合,
14499,スイッチング・コスト,
14500,水平統合,
14501,スケールメリット,
14502,スタグフレーション,
14503,ステークホルダー,
14504,スループット,
14505,成功の復讐,
14506,制約理論(TOC),
14507,戦術,
14508,戦略代替案,
14509,代替品の脅威,
14510,ダイナミック・バッファ・マネジメント,
14511,WTO,
14512,知的財産,
14513,中期経営計画,
14514,長期経営計画,
14515,定款,
14516,ディスクローズ,
14517,デコンストラクション,
14518,撤退,
14519,撤退障壁,
14520,手詰まり型事業,
14521,デファクト・スタンダード,
14522,デフレーション,
14523,独占禁止法,
14524,特化型事業,
14525,ドメイン,
14526,ドラム・バッファー・ロープ,
14527,トレードオフ,
14528,中抜き現象,
14529,ニッチ・ビジネス,
14530,パテント,
14531,ハメル・ゲイリー,
14532,パラダイム,
14533,バリューチェーン,
14534,バリューチェーンの再構築,
14535,範囲の経済性,
14536,PL法,
14537,非関連多角化,
14538,ビジョン,
14539,ビルトインスタビライザー,
14540,ファースト・ムーバーズ・アドバンテージ①,
14541,フィジビリティ・スタディ,
14542,フリー,
14543,ブルーオーシャン戦略,
14544,フル・ライン戦略,
14545,ブレークスルー,
14546,プロダクト・イノベーション,
14547,プロダクト・ポートフォリオ・マネジメント,
